company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_gb,storage_type,weight_kg,gpu_brand,gpu_model
Dell,XPS 13,Ultrabook,13.3,Windows 10,1499.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.29,Intel HD Graphics ,620
Dell,XPS 15,Notebook,15.6,Windows 10,1749.0,3840,2160,1.7777777777777777,K Ultra HD ,Yes,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.06,Nvidia GeForce GTX ,1050
Dell,Latitude 3180,Netbook,11.6,Windows 10,744.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,128.0,SSD,1.63,Intel HD Graphics ,505
HP,EliteBook 820,Netbook,12.5,Windows 10,1389.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7300U,2.6,8.0,256.0,SSD,1.26,Intel HD Graphics ,620
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,780.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,2.1,Intel HD Graphics ,520
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,Windows 10,629.0,1366,768,1.7786458333333333,Other,No,AMD,A12-Series 9700P,2.5,8.0,2048.0,HDD,2.04,AMD Radeon R,7
Dell,Inspiron 7567,Gaming,15.6,Windows 10,1679.0,3840,2160,1.7777777777777777,K Ultra HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.62,Nvidia GeForce GTX ,1050
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Windows 10,609.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.4,Nvidia GeForce ,920
HP,Omen 17-an012dx,Gaming,17.3,Windows 10,1749.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,12.0,1024.0,HDD,3.74,AMD Radeon RX ,580
MSI,GE72MVR 7RG,Gaming,17.3,Windows 10,2415.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.9,Nvidia GeForce GTX ,1070
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1499.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,0.81,Intel HD Graphics ,620
Dell,Vostro 5568,Notebook,15.6,Windows 10,961.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,1.98,Nvidia GeForce GT ,940
Dell,Vostro 3568,Notebook,15.6,Windows 10,789.81,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.18,AMD Radeon R,5
Lenovo,Thinkpad T470s,Ultrabook,14.0,Windows 10,1859.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.32,Intel HD Graphics ,620
Razer,Blade Stealth,Ultrabook,12.5,Windows 10,1799.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i7 7500U,2.5,16.0,512.0,SSD,1.29,Intel HD Graphics ,620
HP,Chromebook 11,Netbook,11.6,Chrome OS,385.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,4.0,16.0,Flash Storage,1.23,Intel HD Graphics ,400
Dell,Alienware 17,Gaming,17.3,Windows 10,2505.02,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,128.0,SSD,4.36,Nvidia GeForce GTX ,1060
Dell,Latitude 3480,Notebook,14.0,Windows 10,755.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,1.76,Intel HD Graphics ,520
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Windows 10,489.9,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,2.1,Intel HD Graphics ,520
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Windows 10,1090.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,1.25,Intel HD Graphics ,620
Lenovo,Thinkpad X1,Ultrabook,14.0,Windows 10,2499.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.13,Intel HD Graphics ,620
MSI,GL62M 7RD,Gaming,15.6,Windows 10,1199.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1050
Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,1875.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,Flash Storage,1.13,Intel HD Graphics ,620
Toshiba,Satellite Pro,Notebook,14.0,Windows 10,499.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Dual Core 4405U,2.1,4.0,128.0,SSD,1.75,Intel HD Graphics ,510
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,1358.0,1920,1080,1.7777777777777777,Touchscreen ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.1,Intel HD Graphics ,620
Dell,Latitude 3480,Notebook,14.0,Windows 10,585.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,1.76,Intel HD Graphics ,520
Acer,Chromebook 11,Netbook,11.6,Chrome OS,355.0,1366,768,1.7786458333333333,IPS Panel ,No,Intel,Celeron Dual Core N3060,1.6,4.0,32.0,Flash Storage,1.35,Intel HD Graphics ,400
Acer,Swift 3,Notebook,14.0,Windows 10,619.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7100U,2.4,8.0,128.0,SSD,1.5,Intel HD Graphics ,620
Razer,Blade Pro,Gaming,17.3,Windows 10,5499.0,3840,2160,1.7777777777777777,K Ultra HD ,Yes,Intel,Core i7 7820HK,2.9,32.0,512.0,SSD,3.49,Nvidia GeForce GTX ,1080
Lenovo,Thinkpad X1,Ultrabook,14.0,Windows 10,2099.0,2560,1440,1.7777777777777777,IPS Panel Quad HD,No,Intel,Core i7 6600U,2.6,16.0,512.0,SSD,1.1,Intel HD Graphics ,520
Asus,VivoBook Max,Notebook,15.6,Linux,519.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.1,Nvidia GeForce ,920
Lenovo,Thinkpad T460,Notebook,14.0,Windows 10,1186.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,1.7,Intel HD Graphics ,520
Lenovo,ThinkPad T470s,Notebook,14.0,Windows 10,1650.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300U,2.6,8.0,256.0,SSD,1.32,Intel HD Graphics ,620
Dell,Alienware 15,Gaming,15.6,Windows 10,2774.63,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,3.21,Nvidia GeForce GTX ,1070
Asus,Rog GL702VS-BA023T,Gaming,17.3,Windows 10,2419.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.9,Nvidia GeForce GTX ,1070
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,669.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 7100U,2.4,4.0,500.0,HDD,2.0,Intel HD Graphics ,620
Lenovo,N42-20 Chromebook,Notebook,14.0,Chrome OS,325.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Quad Core N3160,1.6,4.0,16.0,Flash Storage,1.5,Intel HD Graphics ,400
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Windows 10,590.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,128.0,HDD,2.3,Intel HD Graphics ,620
Asus,Rog GL702VM-GC017T,Gaming,17.3,Windows 10,1799.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6700HQ,2.6,16.0,512.0,SSD,2.73,Nvidia GeForce GTX ,1060
Dell,Alienware 17,Gaming,17.3,Windows 10,3072.89,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,32.0,512.0,SSD,4.42,Nvidia GeForce GTX ,1070
HP,ProBook 470,Notebook,17.3,Windows 10,910.0,1600,900,1.7777777777777777,Other,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.63,Nvidia GeForce ,930
Dell,Vostro 3568,Notebook,15.6,Windows 10,713.99,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,2.18,Intel HD Graphics ,620
HP,EliteBook 840,Ultrabook,14.0,Windows 7,1870.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6500U,2.5,8.0,512.0,SSD,1.54,Intel HD Graphics ,520
Dell,Vostro 3568,Notebook,15.6,Windows 10,739.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,4.0,256.0,SSD,2.18,AMD Radeon R,5
HP,Chromebook X360,2 in 1 Convertible,11.6,Chrome OS,615.0,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.4,Intel HD Graphics ,500
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Windows 10,1026.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 6200U,2.3,8.0,512.0,SSD,1.45,Nvidia GeForce ,940
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2277.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.28,Intel HD Graphics ,620
HP,EliteBook 840,Ultrabook,14.0,Windows 10,1468.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6500U,2.5,8.0,512.0,SSD,1.54,Intel HD Graphics ,520
HP,250 G6,Notebook,15.6,No OS,299.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,4.0,128.0,SSD,1.86,Intel HD Graphics ,400
Asus,Rog GL502VM-DS74,Gaming,15.6,Windows 10,1899.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,128.0,SSD,2.1,Nvidia GeForce GTX ,1060
Dell,Inspiron 5767,Notebook,17.3,Linux,865.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,2.83,AMD Radeon R,7
Lenovo,ThinkPad T470p,Ultrabook,14.0,Windows 10,1903.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,1.96,Nvidia GeForce GT ,940
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Windows 10,787.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.3,Nvidia GeForce GTX ,930
Dell,Latitude 5580,Notebook,15.6,Windows 10,945.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,1.9,Intel HD Graphics ,620
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Windows 10,449.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.0,Intel HD Graphics ,505
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2559.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7600U,2.8,8.0,256.0,SSD,1.28,Intel HD Graphics ,620
Dell,Inspiron 5368,Notebook,13.3,Windows 10,649.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 6200U,2.3,8.0,1024.0,HDD,1.62,Intel HD Graphics ,520
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,469.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.2,Intel HD Graphics ,520
Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,850.66,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.3,Intel HD Graphics ,620
HP,EliteBook 850,Notebook,15.6,Windows 10,1349.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300U,2.6,8.0,256.0,SSD,1.84,AMD Radeon R,7
Toshiba,Portege X30-D-10X,Notebook,13.3,Windows 10,1285.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,1.05,Intel HD Graphics ,620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1017.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,1024.0,HDD,2.5,Nvidia GeForce GTX ,1050
Dell,XPS 13,Ultrabook,13.3,Windows 10,2240.0,3200,1800,1.7777777777777777,Quad HD,Yes,Intel,Core i7 7660U,2.5,16.0,512.0,SSD,1.29,Intel Iris Plus Graphics ,640
HP,Probook 450,Notebook,15.6,Windows 10,910.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,2.07,Intel HD Graphics ,520
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Windows 10,1095.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,1.2,Intel HD Graphics ,520
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1950.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.37,Intel HD Graphics ,620
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Windows 10,902.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.56,Intel HD Graphics ,620
Dell,Precision 3520,Workstation,15.6,Windows 10,1778.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,1024.0,HDD,2.23,Nvidia Quadro M,620
Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,1055.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,2.38,Intel HD Graphics ,620
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,479.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.2,AMD Radeon R,5
Toshiba,Tecra A50-D-11D,Notebook,15.6,Windows 10,1388.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.0,Intel HD Graphics ,620
Lenovo,Thinkpad 13,Notebook,13.3,Windows 10,735.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7100U,2.4,4.0,180.0,SSD,1.44,Intel HD Graphics ,620
Samsung,Notebook 9,Ultrabook,15.0,Windows 10,1849.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,1.23,Nvidia GeForce ,940
Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1690.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7600U,2.8,8.0,256.0,SSD,1.6,Intel HD Graphics ,620
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Linux,398.99,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.0,Intel HD Graphics ,505
Xiaomi,Mi Notebook,Ultrabook,13.3,Windows 10,935.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,1.28,Nvidia GeForce ,940
Dell,Vostro 5568,Notebook,15.6,Windows 10,912.5,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,2.18,Nvidia GeForce ,940
HP,ProBook 450,Notebook,15.6,Windows 10,839.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,2.04,Intel HD Graphics ,620
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1700.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,1.28,Intel HD Graphics ,620
HP,Pavilion x360,2 in 1 Convertible,15.6,Windows 10,684.8,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,2.3,Intel HD Graphics ,620
Asus,VivoBook L402NA,Notebook,14.1,Windows 10,348.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.65,Intel HD Graphics ,500
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Windows 10,669.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6500U,2.5,8.0,1024.0,HDD,2.2,Nvidia GeForce ,940
Dell,Inspiron 3552,Notebook,15.6,Windows 10,369.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N3710,1.6,4.0,500.0,HDD,2.2,,
HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1799.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,1.28,Intel HD Graphics ,620
Dell,Vostro 3568,Notebook,15.6,Linux,455.7,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.18,AMD Radeon R,5
Asus,Rog GL753VD-GC082T,Gaming,17.3,Windows 10,1369.9,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,12.0,128.0,SSD,2.2,Nvidia GeForce GTX ,1050
Acer,Chromebook C731-C78G,Netbook,11.6,Chrome OS,297.0,1366,768,1.7786458333333333,IPS Panel ,No,Intel,Celeron Dual Core N3060,1.6,4.0,32.0,Flash Storage,1.25,Intel HD Graphics ,400
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,Windows 10,379.0,1600,900,1.7777777777777777,Other,No,AMD,A4-Series 7210,2.2,4.0,500.0,HDD,2.8,AMD Radeon R,3
HP,Probook 640,Notebook,14.0,Windows 10,1265.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,1.95,Intel HD Graphics ,620
HP,Envy x360,2 in 1 Convertible,13.3,Windows 10,1399.0,3200,1800,1.7777777777777777,Quad HD,Yes,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,1.42,Intel HD Graphics ,620
Samsung,Notebook 9,Ultrabook,15.0,Windows 10,1699.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.17,Intel HD Graphics ,620
Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,1799.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.32,Intel HD Graphics ,620
MSI,GS73VR Stealth,Gaming,17.3,Windows 10,2649.0,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 6700HQ,2.6,16.0,512.0,SSD,2.43,Nvidia GeForce GTX ,1060
Toshiba,Portege X30-D-10V,Notebook,13.3,Windows 10,1475.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.05,Intel HD Graphics ,620
Dell,Inspiron 7567,Gaming,15.6,Linux,929.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,1024.0,HDD,2.62,Nvidia GeForce GTX ,1050
HP,ProBook 450,Notebook,15.6,Windows 10,900.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,2.04,Nvidia GeForce ,930
Dell,Vostro 3568,Notebook,15.6,Windows 10,614.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.18,AMD Radeon R,5
Dell,Latitude 5580,Notebook,15.6,Windows 10,935.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300U,2.6,8.0,500.0,HDD,1.9,Intel HD Graphics ,620
Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,2013.1,3200,1800,1.7777777777777777,Quad HD,Yes,Intel,Core i7 7Y75,1.3,8.0,512.0,SSD,1.24,Intel HD Graphics ,615
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,Windows 10,1279.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6820HK,2.7,32.0,256.0,SSD,3.58,Nvidia GeForce GTX ,980
Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1649.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7Y75,1.3,16.0,256.0,SSD,1.22,Intel HD Graphics ,615
Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,2049.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,Flash Storage,1.13,Intel HD Graphics ,620
Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1962.99,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,512.0,SSD,1.95,Intel HD Graphics ,620
LG,Gram 15Z970,Ultrabook,15.6,Windows 10,2099.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,1.08,Intel HD Graphics ,620
HP,Elitebook 820,Netbook,12.5,Windows 10,1483.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.26,Intel HD Graphics ,620
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,Chrome OS,359.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Celeron Dual Core 3205U,1.5,4.0,16.0,Flash Storage,2.2,,
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Windows 10,789.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 6300HQ,2.3,8.0,128.0,SSD,2.6,Nvidia GeForce GTX ,960
LG,Gram 14Z970,Ultrabook,14.0,Windows 10,1899.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,0.98,Intel HD Graphics ,620
Dell,Latitude 5480,Notebook,14.0,Windows 10,1205.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7440HQ,2.8,8.0,256.0,SSD,1.6,Intel HD Graphics ,620
HP,Elitebook Folio,Ultrabook,12.5,Windows 10,3100.0,3840,2160,1.7777777777777777,K Ultra HD ,Yes,Intel,Core M 6Y75,1.2,8.0,240.0,SSD,1.09,Intel HD Graphics ,515
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Windows 10,789.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,6.0,256.0,SSD,2.2,Nvidia GeForce ,940
HP,ProBook 450,Notebook,15.6,Windows 10,1018.99,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.04,Nvidia GeForce ,930
Acer,Aspire E5-575,Notebook,15.6,Windows 10,499.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 7100U,2.4,4.0,1024.0,HDD,2.4,Intel HD Graphics ,620
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,881.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,1.44,Intel HD Graphics ,620
HP,Probook 430,Notebook,13.3,Windows 10,960.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.49,Intel HD Graphics ,620
MSI,GE72VR 6RF,Gaming,17.3,Windows 10,1599.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.7,Nvidia GeForce GTX ,1050
Dell,Inspiron 7567,Gaming,15.6,Windows 10,1349.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,128.0,SSD,2.6,Nvidia GeForce GTX ,1050
MSI,GL62M 7RD,Gaming,15.6,Windows 10,1119.91,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,2.2,Nvidia GeForce GTX ,1050
Dell,Vostro 3568,Notebook,15.6,Windows 10,684.99,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.18,AMD Radeon R,5
HP,EliteBook 850,Ultrabook,15.6,Windows 10,1296.99,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6500U,2.5,8.0,256.0,SSD,1.84,AMD Radeon R,7
HP,Envy 13-AB077cl,Ultrabook,13.3,Windows 10,1149.0,3200,1800,1.7777777777777777,Quad HD,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.39,Intel HD Graphics ,620
Toshiba,Tecra Z50-C-140,Notebook,15.6,Windows 10,1975.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6600U,2.6,16.0,256.0,SSD,2.4,Nvidia GeForce ,930
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1825.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,512.0,SSD,1.37,Intel HD Graphics ,620
Dell,Latitude 3580,Notebook,15.6,Windows 10,729.9,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,1.95,Intel HD Graphics ,520
Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1650.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.36,Intel HD Graphics ,620
HP,Probook 650,Notebook,15.6,Windows 10,1165.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,2.31,Intel HD Graphics ,520
Dell,Vostro 3568,Notebook,15.6,Windows 10,708.06,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.18,Intel HD Graphics ,620
HP,ProBook 640,Notebook,14.0,Windows 10,1149.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,1.95,Intel HD Graphics ,520
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,309.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.2,Intel HD Graphics ,505
HP,EliteBook 820,Ultrabook,12.5,Windows 10,1579.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,1.26,Intel HD Graphics ,520
